BvBmsy,FvFmsy,i_rights
1.82,0.2,No ITQ
2.19,0.2,No ITQ
2.35,0.16,No ITQ
2.44,0.16,No ITQ
2.5,0.16,No ITQ
2.46,0.2,No ITQ
2.49,0.32,No ITQ
2.15,0.28,No ITQ
2.15,0.28,No ITQ
2.15,0.28,No ITQ
2.15,0.28,No ITQ
0.389,2.56,ITQ
0.372,3.38,ITQ
0.299,3.8,ITQ
0.295,3.57,ITQ
0.294,4.19,ITQ
0.303,3.63,ITQ
0.162,4.99,ITQ
0.088,4.02,ITQ
0.149,2.83,ITQ
0.181,3.37,ITQ
0.184,3.37,ITQ
0.205,3.1,ITQ
0.222,2.93,ITQ
0.283,5.65,ITQ
0.363,4.4,ITQ
0.404,2.75,ITQ
0.423,2.47,ITQ
0.457,1.79,ITQ
0.567,1.84,ITQ
0.652,1.55,ITQ
0.746,1.38,ITQ
0.844,1.29,ITQ
0.812,1.44,ITQ
0.763,1.46,ITQ
0.789,1.07,ITQ
0.778,0.851,ITQ
0.784,1.01,ITQ
0.827,0.971,ITQ
0.852,1.01,ITQ
0.819,1.16,ITQ
0.821,0.922,ITQ
1.53,0.175,ITQ
1.59,0.185,ITQ
1.64,0.182,ITQ
1.69,0.211,ITQ
1.72,0.197,ITQ
1.76,0.201,ITQ
1.79,0.17,ITQ
1.82,0.175,ITQ
1.85,0.162,ITQ
1.88,0.173,ITQ
1.9,0.144,ITQ
1.92,0.152,ITQ
1.95,0.145,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
1.97,0.143,ITQ
2.5,0.016,ITQ
2.5,0.032,ITQ
2.5,0.108,ITQ
2.5,0.13,ITQ
2.5,0.214,ITQ
2.5,0.241,ITQ
2.5,0.573,ITQ
2.5,1.01,ITQ
2.5,1.43,ITQ
2.12,1.73,ITQ
1.53,2.26,ITQ
1.06,1.93,ITQ
0.883,1.82,ITQ
0.743,2.33,ITQ
0.582,2.76,ITQ
0.516,2.09,ITQ
0.532,3.15,ITQ
0.436,2.24,ITQ
0.405,0.83,ITQ
0.419,1.56,ITQ
0.405,2.16,ITQ
0.397,2.58,ITQ
0.341,3.42,ITQ
0.288,1.95,ITQ
0.27,1.66,ITQ
0.254,2.24,ITQ
0.245,3.23,ITQ
0.243,2.88,ITQ
0.237,1.4,ITQ
0.282,1.09,ITQ
0.323,1.54,ITQ
0.345,1.34,ITQ
0.45,1.16,ITQ
0.59,1.07,ITQ
0.76,0.789,ITQ
0.85,1.02,ITQ
0.823,1.16,ITQ
0.823,1.13,ITQ
0.871,0.986,ITQ
0.881,0.816,ITQ
0.968,0.697,ITQ
1.01,0.743,ITQ
1.47,0.998,No ITQ
1.4,1.04,No ITQ
0.893,2.8,No ITQ
0.53,1.92,No ITQ
0.662,1.36,No ITQ
0.685,1.8,No ITQ
0.566,2.19,No ITQ
0.449,2.01,No ITQ
0.584,2.17,No ITQ
0.576,1.38,No ITQ
0.473,1.81,No ITQ
0.41,2.11,No ITQ
0.32,1.1,No ITQ
0.29,0.737,No ITQ
0.4,1.1,No ITQ
0.585,1.08,No ITQ
0.629,1.21,No ITQ
0.827,0.623,No ITQ
1.17,0.651,No ITQ
0.909,1.23,No ITQ
0.864,1.3,No ITQ
0.804,2.03,No ITQ
0.467,1.5,No ITQ
0.449,1.34,No ITQ
0.504,0.476,No ITQ
0.528,0.508,No ITQ
0.547,0.545,No ITQ
0.671,0.547,No ITQ
0.822,0.367,No ITQ
0.822,0.367,No ITQ
0.822,0.367,No ITQ
0.444,2.52,No ITQ
0.461,2.1,No ITQ
0.414,2.38,No ITQ
0.365,2.9,No ITQ
0.263,3.76,No ITQ
0.208,3,No ITQ
0.172,3.52,No ITQ
0.142,4,No ITQ
0.124,3.66,No ITQ
0.125,3.03,No ITQ
0.132,3.55,No ITQ
0.114,3.07,No ITQ
0.09,3.28,No ITQ
0.091,2.28,No ITQ
0.131,1.97,No ITQ
0.148,1.93,No ITQ
0.172,1.97,No ITQ
0.178,1.66,No ITQ
0.188,1.62,No ITQ
0.205,1.93,No ITQ
0.186,2.41,No ITQ
0.138,2.17,No ITQ
0.127,1.9,No ITQ
0.112,1.59,No ITQ
0.103,1.28,No ITQ
0.119,1.45,No ITQ
0.142,1.17,No ITQ
0.134,0.828,No ITQ
0.131,0.31,No ITQ
0.162,0.172,No ITQ
0.162,0.172,No ITQ
0.162,0.172,No ITQ
1.48,1.3,No ITQ
1.17,2.5,No ITQ
1.01,3.15,No ITQ
0.911,3.4,No ITQ
0.834,2.5,No ITQ
0.782,3,No ITQ
0.726,3.5,No ITQ
0.643,2.2,No ITQ
0.553,1.25,No ITQ
0.607,1.25,No ITQ
0.616,1.15,No ITQ
0.51,2.25,No ITQ
0.38,3,No ITQ
0.356,3.1,No ITQ
0.339,5.7,No ITQ
0.363,5.35,No ITQ
0.453,3.3,No ITQ
0.534,2.7,No ITQ
0.601,2.8,No ITQ
0.597,4.5,No ITQ
0.562,2.65,No ITQ
0.519,3.55,No ITQ
0.422,4.05,No ITQ
0.4,3.15,No ITQ
0.323,2.35,No ITQ
0.3,1.45,No ITQ
0.3,1.45,No ITQ
0.3,1.45,No ITQ
0.3,1.45,No ITQ
0.3,1.45,No ITQ
0.3,1.45,No ITQ
0.094,8.66,No ITQ
0.117,3.26,No ITQ
0.149,3.31,No ITQ
0.086,10.9,No ITQ
0.194,6.53,No ITQ
0.338,3.31,No ITQ
0.177,8.45,No ITQ
0.135,6.53,No ITQ
0.132,5.02,No ITQ
0.168,5.69,No ITQ
0.149,8.45,No ITQ
0.159,5.1,No ITQ
0.138,6.95,No ITQ
0.122,10.5,No ITQ
0.205,4.81,No ITQ
0.224,8.49,No ITQ
0.22,7.49,No ITQ
0.231,6.53,No ITQ
0.174,6.11,No ITQ
0.116,7.11,No ITQ
0.102,6.4,No ITQ
0.139,4.23,No ITQ
0.247,1.73,No ITQ
0.247,1.73,No ITQ
0.247,1.73,No ITQ
0.247,1.73,No ITQ
0.247,1.73,No ITQ
0.247,1.73,No ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.045,ITQ
2.5,0.129,ITQ
2.5,0.316,ITQ
2.5,0.178,ITQ
2.5,0.846,ITQ
2.5,0.8,ITQ
2.5,0.81,ITQ
2.5,1.02,ITQ
2.5,2.58,ITQ
2.34,1.26,ITQ
2.13,1.59,ITQ
1.88,2.25,ITQ
1.64,2.14,ITQ
1.42,2.94,ITQ
1.22,2.69,ITQ
1.1,2.44,ITQ
1.01,2.37,ITQ
0.903,4.19,ITQ
0.808,2.69,ITQ
0.746,4.23,ITQ
0.657,5.45,ITQ
0.597,3.74,ITQ
0.575,3.88,ITQ
0.522,7.66,ITQ
0.452,7.39,ITQ
0.427,4.18,ITQ
0.429,4.16,ITQ
0.429,4.16,ITQ
0.429,4.16,ITQ
0.429,4.16,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.006,ITQ
2.5,0.002,ITQ
2.5,0.107,ITQ
2.5,1.59,ITQ
2.5,0.462,ITQ
2.5,0.505,ITQ
2.5,0.772,ITQ
2.5,0.022,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.007,ITQ
2.5,0.012,ITQ
2.5,0.012,ITQ
2.5,0.005,ITQ
2.5,0.11,ITQ
2.5,0.615,ITQ
2.5,1.14,ITQ
2.5,1.13,ITQ
2.5,0.638,ITQ
2.5,0.592,ITQ
2.5,0.663,ITQ
2.5,0.583,ITQ
2.5,1.03,ITQ
2.5,0.974,ITQ
2.4,1.06,ITQ
2.28,1.97,ITQ
2.02,2.67,ITQ
1.72,3,ITQ
1.43,3.5,ITQ
1.43,3.5,ITQ
1.43,3.5,ITQ
1.43,3.5,ITQ
2.5,0.001,ITQ
2.5,0.002,ITQ
2.5,0.001,ITQ
2.5,0.016,ITQ
2.5,0.01,ITQ
2.5,0.003,ITQ
2.5,0.032,ITQ
2.5,0.022,ITQ
2.5,0.018,ITQ
2.5,0.015,ITQ
2.5,0.012,ITQ
2.5,0.012,ITQ
2.5,0.021,ITQ
2.5,0.022,ITQ
2.5,0.025,ITQ
2.5,0.031,ITQ
2.5,0.044,ITQ
2.5,0.12,ITQ
2.5,0.087,ITQ
2.5,0.115,ITQ
2.5,0.164,ITQ
2.5,0.128,ITQ
2.46,0.151,ITQ
2.25,0.222,ITQ
2.07,0.257,ITQ
1.93,0.297,ITQ
1.86,0.313,ITQ
1.75,0.577,ITQ
1.63,0.758,ITQ
1.59,0.779,ITQ
1.55,0.625,ITQ
1.56,0.618,ITQ
1.49,0.853,ITQ
1.37,0.977,ITQ
1.41,0.591,ITQ
1.37,1.13,ITQ
1.28,1.73,ITQ
1.23,2.13,ITQ
1.33,1.22,ITQ
1.38,1.58,ITQ
1.46,1.26,ITQ
1.44,1.41,ITQ
1.48,1.2,ITQ
1.43,1.28,ITQ
1.43,1.28,ITQ
1.43,1.28,ITQ
1.43,1.28,ITQ
1.43,1.28,ITQ
1.43,1.28,ITQ
2.5,0,ITQ
2.5,0.462,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.008,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.015,ITQ
2.5,0,ITQ
2.5,0.084,ITQ
2.5,0.376,ITQ
2.5,1.14,ITQ
2.5,0.766,ITQ
2.5,0.545,ITQ
2.5,0.598,ITQ
2.5,1.14,ITQ
2.5,0.888,ITQ
2.5,0.588,ITQ
2.5,1.07,ITQ
2.44,1.77,ITQ
2.2,1.83,ITQ
1.9,3.12,ITQ
1.57,3.11,ITQ
1.4,1.39,ITQ
1.35,1.42,ITQ
1.35,1.42,ITQ
1.35,1.42,ITQ
1.35,1.42,ITQ
1.35,1.42,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.019,ITQ
2.5,0.013,ITQ
2.5,0,ITQ
2.5,0.409,ITQ
2.5,0.224,ITQ
2.5,0.007,ITQ
2.5,0,ITQ
2.5,0.12,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.007,ITQ
2.5,0,ITQ
2.5,0.047,ITQ
2.5,0,ITQ
2.5,0.087,ITQ
2.5,0.911,ITQ
2.5,1.19,ITQ
2.5,1.05,ITQ
2.5,1.16,ITQ
2.5,2.09,ITQ
2.16,2.77,ITQ
1.76,2.67,ITQ
1.49,2.12,ITQ
1.27,2.95,ITQ
1.06,2.9,ITQ
0.888,3.35,ITQ
0.888,3.35,ITQ
0.888,3.35,ITQ
0.888,3.35,ITQ
0.888,3.35,ITQ
0.888,3.35,ITQ
0.888,3.35,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.313,ITQ
2.5,0.016,ITQ
2.5,0.061,ITQ
2.5,0.007,ITQ
2.5,0.007,ITQ
2.5,0.007,ITQ
2.5,0.778,ITQ
2.5,0.517,ITQ
2.5,4.49,ITQ
2.2,0.227,ITQ
2.13,1.26,ITQ
2.05,0.371,ITQ
2.01,0.691,ITQ
1.95,0.786,ITQ
1.87,1.02,ITQ
1.81,0.811,ITQ
1.78,0.444,ITQ
1.77,0.279,ITQ
1.72,1.24,ITQ
1.66,0.91,ITQ
1.63,0.686,ITQ
1.56,1.36,ITQ
1.45,1.52,ITQ
1.34,1.52,ITQ
1.15,4.34,ITQ
0.919,5.33,ITQ
0.795,2.04,ITQ
0.765,1.5,ITQ
0.771,0.73,ITQ
0.793,0.718,ITQ
0.793,0.718,ITQ
0.793,0.718,ITQ
0.793,0.718,ITQ
0.793,0.718,ITQ
0.793,0.718,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.362,ITQ
2.5,0.416,ITQ
2.5,0.584,ITQ
2.5,0.154,ITQ
2.5,0.479,ITQ
2.5,0.743,ITQ
2.5,0.09,ITQ
2.5,0.726,ITQ
2.5,0.328,ITQ
2.5,0.196,ITQ
2.5,0.382,ITQ
2.5,0.622,ITQ
2.5,0.713,ITQ
2.44,0.544,ITQ
2.37,0.571,ITQ
2.24,1.09,ITQ
2.04,1.41,ITQ
1.83,1.47,ITQ
1.68,1.29,ITQ
1.52,1.84,ITQ
1.39,1.38,ITQ
1.29,1.69,ITQ
1.2,1.58,ITQ
1.14,1.62,ITQ
1.09,1.38,ITQ
1.04,2.08,ITQ
1,1.19,ITQ
1.02,0.857,ITQ
1.05,0.747,ITQ
1.09,0.735,ITQ
1.13,0.595,ITQ
1.18,0.501,ITQ
1.23,0.554,ITQ
1.28,0.526,ITQ
1.32,0.46,ITQ
1.36,0.51,ITQ
1.4,0.494,ITQ
1.4,0.494,ITQ
1.4,0.494,ITQ
1.4,0.494,ITQ
2.5,0.041,ITQ
2.5,0.029,ITQ
2.5,0.017,ITQ
2.5,0.012,ITQ
2.5,0.014,ITQ
2.5,0.01,ITQ
2.5,0.008,ITQ
2.5,0.015,ITQ
2.5,0.028,ITQ
2.5,0.046,ITQ
2.5,0.027,ITQ
2.5,0.022,ITQ
2.5,0.015,ITQ
2.5,0.016,ITQ
2.5,0.024,ITQ
2.5,0.018,ITQ
2.5,0.041,ITQ
2.5,0.641,ITQ
2.5,0.669,ITQ
2.5,0.142,ITQ
2.5,0.438,ITQ
2.5,0.394,ITQ
2.5,0.237,ITQ
2.5,0.211,ITQ
2.5,0.451,ITQ
2.5,0.423,ITQ
2.5,0.356,ITQ
2.5,0.598,ITQ
2.5,0.612,ITQ
2.48,0.287,ITQ
2.41,0.281,ITQ
2.3,0.458,ITQ
2.16,0.414,ITQ
2.04,0.404,ITQ
1.9,0.587,ITQ
1.8,0.418,ITQ
1.75,0.364,ITQ
1.69,0.634,ITQ
1.65,0.601,ITQ
1.65,0.455,ITQ
1.65,0.536,ITQ
1.63,0.58,ITQ
1.6,0.728,ITQ
1.55,0.537,ITQ
1.49,0.716,ITQ
1.42,0.848,ITQ
1.38,0.763,ITQ
1.35,0.915,ITQ
1.37,0.492,ITQ
1.39,0.9,ITQ
1.41,0.766,ITQ
1.47,0.73,ITQ
1.56,0.583,ITQ
1.65,0.735,ITQ
1.81,0.697,ITQ
1.99,0.696,ITQ
2.14,0.73,ITQ
2.22,0.766,ITQ
2.22,0.766,ITQ
2.22,0.766,ITQ
2.22,0.766,ITQ
2.22,0.766,ITQ
2.22,0.766,ITQ
2.5,0.01,ITQ
2.5,0.019,ITQ
2.5,0.019,ITQ
2.5,0.067,ITQ
2.5,0.005,ITQ
2.5,0.019,ITQ
2.5,0.262,ITQ
2.5,0.2,ITQ
2.5,0.176,ITQ
2.5,0.2,ITQ
2.5,0.176,ITQ
2.5,0.214,ITQ
2.5,0.2,ITQ
2.5,0.19,ITQ
2.5,0.214,ITQ
2.5,0.181,ITQ
2.5,0.186,ITQ
2.5,0.176,ITQ
2.5,0.157,ITQ
2.5,0.176,ITQ
2.5,0.176,ITQ
2.5,0.19,ITQ
2.5,0.248,ITQ
2.44,0.305,ITQ
2.2,0.286,ITQ
2.12,0.271,ITQ
2.19,0.295,ITQ
2.21,0.238,ITQ
2.3,0.281,ITQ
2.43,0.329,ITQ
2.5,0.248,ITQ
2.5,0.31,ITQ
2.5,0.481,ITQ
2.5,0.419,ITQ
2.5,0.429,ITQ
2.5,0.457,ITQ
2.5,0.367,ITQ
2.5,0.429,ITQ
2.5,0.319,ITQ
2.5,0.486,ITQ
2.5,0.7,ITQ
2.5,0.652,ITQ
2.5,0.51,ITQ
2.5,0.405,ITQ
2.5,0.429,ITQ
2.5,0.329,ITQ
2.5,0.314,ITQ
2.5,0.314,ITQ
2.5,0.381,ITQ
2.5,0.648,ITQ
2.5,0.476,ITQ
2.5,0.405,ITQ
2.5,0.376,ITQ
2.5,0.39,ITQ
2.5,0.362,ITQ
2.5,0.295,ITQ
2.5,0.21,ITQ
2.5,0.107,ITQ
2.5,0.107,ITQ
2.5,0.107,ITQ
2.5,0.107,ITQ
2.5,0.107,ITQ
2.5,0.107,ITQ
2.5,0.047,ITQ
2.5,0.043,ITQ
2.5,0.049,ITQ
2.5,0.064,ITQ
2.5,0.073,ITQ
2.5,0.064,ITQ
2.5,0.099,ITQ
2.5,0.097,ITQ
2.5,0.104,ITQ
2.5,0.111,ITQ
2.49,0.108,ITQ
2.48,0.107,ITQ
2.48,0.078,ITQ
2.47,0.113,ITQ
2.47,0.089,ITQ
2.46,0.112,ITQ
2.46,0.293,ITQ
2.43,0.537,ITQ
2.39,0.236,ITQ
2.37,0.289,ITQ
2.35,0.295,ITQ
2.34,0.357,ITQ
2.31,0.627,ITQ
2.27,0.727,ITQ
2.22,0.791,ITQ
2.17,0.675,ITQ
2.13,0.714,ITQ
2.09,0.688,ITQ
2.06,0.953,ITQ
2,1.07,ITQ
1.95,1.29,ITQ
1.88,1.18,ITQ
1.83,1.72,ITQ
1.74,1.62,ITQ
1.67,0.886,ITQ
1.65,1.38,ITQ
1.6,2.7,ITQ
1.48,2.66,ITQ
1.39,3.38,ITQ
1.27,1.89,ITQ
1.23,2.49,ITQ
1.17,1.84,ITQ
1.15,3.08,ITQ
1.08,1.67,ITQ
1.07,1.6,ITQ
1.06,1.5,ITQ
1.06,1.56,ITQ
1.05,1.16,ITQ
1.06,0.976,ITQ
1.07,0.202,ITQ
1.1,0.347,ITQ
1.13,0.509,ITQ
1.15,0.562,ITQ
1.17,0.722,ITQ
1.18,0.569,ITQ
1.19,0.329,ITQ
1.21,0.344,ITQ
1.24,0.173,ITQ
1.26,0.264,ITQ
1.28,0.466,ITQ
1.29,0.517,ITQ
1.29,0.517,ITQ
1.29,0.517,ITQ
2.45,0.12,ITQ
2.43,0.182,ITQ
2.4,0.223,ITQ
2.36,0.258,ITQ
2.31,0.264,ITQ
2.27,0.305,ITQ
2.22,0.369,ITQ
2.15,0.388,ITQ
2.09,0.444,ITQ
2.02,0.385,ITQ
1.97,0.355,ITQ
1.94,0.285,ITQ
1.93,0.279,ITQ
1.93,0.27,ITQ
1.93,0.222,ITQ
1.94,0.253,ITQ
1.94,0.567,ITQ
1.85,0.742,ITQ
1.71,0.493,ITQ
1.61,0.326,ITQ
1.57,0.371,ITQ
1.76,0.33,ITQ
1.91,0.49,ITQ
1.99,0.857,ITQ
1.98,0.963,ITQ
1.85,0.801,ITQ
1.85,0.765,ITQ
1.87,0.53,ITQ
1.99,0.47,ITQ
2.1,0.636,ITQ
2.06,0.796,ITQ
1.82,0.777,ITQ
1.62,0.771,ITQ
1.49,0.838,ITQ
1.36,0.958,ITQ
1.18,1.2,ITQ
0.952,1.34,ITQ
0.905,0.851,ITQ
1.04,1.04,ITQ
1.09,1.27,ITQ
1.04,1.24,ITQ
0.983,1.37,ITQ
0.928,1.21,ITQ
0.869,1.09,ITQ
0.828,0.902,ITQ
0.809,1.01,ITQ
0.791,0.975,ITQ
0.783,1.16,ITQ
0.74,0.839,ITQ
0.715,0.462,ITQ
0.745,0.242,ITQ
0.786,0.241,ITQ
1.04,0.12,ITQ
1.41,0.007,ITQ
1.67,0.067,ITQ
1.83,0.053,ITQ
1.92,0.034,ITQ
1.92,0.034,ITQ
1.92,0.034,ITQ
1.92,0.034,ITQ
1.92,0.034,ITQ
1.92,0.034,ITQ
1.92,0.034,ITQ
2.15,0.671,ITQ
2.13,0.671,ITQ
2.11,0.638,ITQ
2.09,0.533,ITQ
2.08,0.658,ITQ
2.07,0.664,ITQ
2.05,0.885,ITQ
2.02,0.914,ITQ
1.98,0.757,ITQ
1.96,0.796,ITQ
1.94,0.875,ITQ
1.92,0.829,ITQ
1.9,1.01,ITQ
1.86,0.691,ITQ
1.86,0.845,ITQ
1.84,0.934,ITQ
1.82,1.16,ITQ
1.79,0.484,ITQ
1.8,1.12,ITQ
1.78,0.78,ITQ
1.77,0.941,ITQ
1.76,1.14,ITQ
1.72,1.04,ITQ
1.7,1.36,ITQ
1.66,1.3,ITQ
1.63,1.24,ITQ
1.62,1.07,ITQ
1.61,1.69,ITQ
1.57,2.97,ITQ
1.45,2.58,ITQ
1.38,3.92,ITQ
1.26,3.14,ITQ
1.18,5.24,ITQ
1.03,5.48,ITQ
0.892,3.32,ITQ
0.853,3.84,ITQ
0.804,3.57,ITQ
0.765,4.61,ITQ
0.697,4.86,ITQ
0.63,5.78,ITQ
0.549,5.47,ITQ
0.488,6.9,ITQ
0.408,7.07,ITQ
0.343,6.25,ITQ
0.302,3.69,ITQ
0.303,3.62,ITQ
0.31,4.71,ITQ
0.304,4.64,ITQ
0.299,4.87,ITQ
0.289,3.08,ITQ
0.299,0.681,ITQ
0.333,0.424,ITQ
0.368,0.362,ITQ
0.401,0.359,ITQ
0.432,0.227,ITQ
0.462,0.148,ITQ
0.491,0.145,ITQ
0.519,0.105,ITQ
0.547,0.092,ITQ
0.573,0.082,ITQ
0.598,0.171,ITQ
0.598,0.171,ITQ
0.598,0.171,ITQ
2.5,0.085,ITQ
2.5,0.1,ITQ
2.5,0.106,ITQ
2.5,0.091,ITQ
2.5,0.107,ITQ
2.5,0.126,ITQ
2.49,0.171,ITQ
2.47,0.199,ITQ
2.45,0.171,ITQ
2.44,0.146,ITQ
2.43,0.176,ITQ
2.41,0.166,ITQ
2.4,0.179,ITQ
2.39,0.191,ITQ
2.37,0.14,ITQ
2.37,0.253,ITQ
2.35,2.22,ITQ
2.02,1.89,ITQ
1.79,1.68,ITQ
1.63,0.235,ITQ
1.65,0.284,ITQ
1.66,0.412,ITQ
1.66,0.475,ITQ
1.65,0.632,ITQ
1.63,0.582,ITQ
1.62,0.437,ITQ
1.62,0.496,ITQ
1.62,0.226,ITQ
1.64,0.319,ITQ
1.65,0.553,ITQ
1.63,0.453,ITQ
1.63,0.662,ITQ
1.61,0.875,ITQ
1.58,0.875,ITQ
1.55,1.05,ITQ
1.5,1.49,ITQ
1.39,1.12,ITQ
1.32,2.26,ITQ
1.15,1.78,ITQ
1.03,1.52,ITQ
0.958,2.14,ITQ
0.85,1.76,ITQ
0.778,1.1,ITQ
0.746,1.98,ITQ
0.668,1.61,ITQ
0.615,1.59,ITQ
0.57,1.63,ITQ
0.536,1.91,ITQ
0.504,2.31,ITQ
0.469,0.976,ITQ
0.493,0.991,ITQ
0.531,0.622,ITQ
0.596,0.538,ITQ
0.669,0.363,ITQ
0.746,0.397,ITQ
0.814,0.185,ITQ
0.887,0.291,ITQ
0.95,0.362,ITQ
1,0.276,ITQ
1.06,0.316,ITQ
1.11,0.332,ITQ
1.11,0.332,ITQ
1.11,0.332,ITQ
2.02,0.815,ITQ
1.47,0.704,ITQ
1.2,0.704,ITQ
1.13,0.519,ITQ
1.26,0.444,ITQ
1.42,0.444,ITQ
1.53,0.593,ITQ
1.52,0.667,ITQ
1.46,0.815,ITQ
1.41,0.704,ITQ
1.57,0.556,ITQ
2.09,0.519,ITQ
2.09,0.556,ITQ
2.04,0.593,ITQ
2.04,0.481,ITQ
2.5,0.481,ITQ
2.5,0.556,ITQ
2.5,0.556,ITQ
2.48,0.63,ITQ
2.23,0.444,ITQ
2.29,0.37,ITQ
2.5,0.296,ITQ
2.5,0.333,ITQ
2.5,0.37,ITQ
2.5,0.407,ITQ
2.5,0.481,ITQ
2.5,0.593,ITQ
2.39,0.407,ITQ
2.39,0.481,ITQ
2.32,0.556,ITQ
2.15,0.519,ITQ
2.14,0.519,ITQ
1.88,0.593,ITQ
1.6,0.556,ITQ
1.45,0.444,ITQ
1.41,0.556,ITQ
1.37,0.593,ITQ
1.4,0.704,ITQ
1.41,0.593,ITQ
1.43,0.704,ITQ
1.3,0.593,ITQ
1.35,0.704,ITQ
1.24,0.593,ITQ
1.28,0.556,ITQ
1.36,0.37,ITQ
1.46,0.37,ITQ
1.49,0.333,ITQ
1.54,0.407,ITQ
1.69,0.259,ITQ
2.04,0.185,ITQ
2.45,0.148,ITQ
2.5,0.148,ITQ
2.5,0.111,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.074,ITQ
2.5,0.266,ITQ
2.5,0.309,ITQ
2.5,0.243,ITQ
2.5,0.134,ITQ
2.5,0.223,ITQ
2.5,0.385,ITQ
2.5,0.277,ITQ
2.5,0.332,ITQ
2.5,0.324,ITQ
2.5,0.498,ITQ
2.5,0.631,ITQ
2.5,0.593,ITQ
2.5,0.406,ITQ
2.5,0.308,ITQ
2.5,0.376,ITQ
2.5,0.464,ITQ
2.5,0.446,ITQ
2.5,0.574,ITQ
2.5,0.539,ITQ
2.5,0.371,ITQ
2.5,0.281,ITQ
2.5,0.334,ITQ
2.5,0.346,ITQ
2.5,0.449,ITQ
2.5,0.499,ITQ
2.5,0.535,ITQ
2.5,0.556,ITQ
2.5,0.577,ITQ
2.5,0.574,ITQ
2.5,0.931,ITQ
2.48,1.11,ITQ
2.38,1.39,ITQ
2.24,2.25,ITQ
2.01,1.95,ITQ
1.8,1.98,ITQ
1.57,2.56,ITQ
1.31,1.63,ITQ
1.28,2.32,ITQ
1.16,2.23,ITQ
1.04,2.75,ITQ
0.863,2.52,ITQ
0.736,4.07,ITQ
0.604,3.68,ITQ
0.601,3.86,ITQ
0.59,3.34,ITQ
0.57,1.98,ITQ
0.603,1.99,ITQ
0.616,1.96,ITQ
0.627,0.769,ITQ
0.687,0.797,ITQ
0.741,0.386,ITQ
0.89,0.399,ITQ
1.1,0.577,ITQ
1.34,0.469,ITQ
1.61,0.335,ITQ
1.82,0.306,ITQ
2.03,0.291,ITQ
2.19,0.271,ITQ
2.41,0.253,ITQ
2.41,0.253,ITQ
2.41,0.253,ITQ
2.41,0.253,ITQ
2.41,0.253,ITQ
1.46,0.456,ITQ
1.43,0.453,ITQ
1.39,0.35,ITQ
1.38,0.247,ITQ
1.37,0.29,ITQ
1.36,0.309,ITQ
1.35,0.355,ITQ
1.34,0.526,ITQ
1.31,0.54,ITQ
1.27,0.467,ITQ
1.25,0.417,ITQ
1.23,0.45,ITQ
1.21,0.386,ITQ
1.19,0.391,ITQ
1.18,0.341,ITQ
1.17,0.414,ITQ
1.15,0.518,ITQ
1.13,0.58,ITQ
1.11,0.613,ITQ
1.08,0.576,ITQ
1.07,0.85,ITQ
1.04,1.08,ITQ
1.01,1.56,ITQ
0.959,1.76,ITQ
0.903,1.95,ITQ
0.832,1.95,ITQ
0.757,2.08,ITQ
